Feelings	Functions	Attributes	Number
Serenity, Joy, Ecstasy, Admiration, Trust, Acceptance, Terror, Fear, Annoyance, Vigilance, Surprise, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 82.622188, Y Length = 41.884759, Height = 77.926824, Number of Points = 16.335618, Distribution Seed = 22.636461, Mesh Relaxation = 0.001923, Smooth Level = 1, 	383
Pensiveness, Joy, Ecstasy, Admiration, Disgust, Acceptance, Terror, Fear, Annoyance, Vigilance, Surprise, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work, Exhibiting, Gathering Nodes, Meditation and Reading, Arts Space, Cafe/Restaurant, 	X LENGTH = 30.624127, Y Length = 96.494884, Height = 60.268912, Number of Points = 82.098843, Distribution Seed = 15.790029, Mesh Relaxation = 0.548733, Smooth Level = 2, 	384
Serenity, Joy, Ecstasy, Admiration, Disgust, Acceptance, Terror, Fear, Annoyance, Vigilance, Surprise, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 39.009761, Y Length = 52.393201, Height = 65.371204, Number of Points = 73.530391, Distribution Seed = 35.941338, Mesh Relaxation = 0.658112, Smooth Level = 1, 	385
Pensiveness, Joy, Grief, Admiration, Trust, Boredom, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 69.45759, Y Length = 62.979069, Height = 73.970468, Number of Points = 90.468135, Distribution Seed = 46.472661, Mesh Relaxation = 0.907078, Smooth Level = 1, 	386
Pensiveness, Joy, Ecstasy, Admiration, Disgust, Boredom, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 66.381163, Y Length = 23.489359, Height = 67.564342, Number of Points = 5.033031, Distribution Seed = 2.685477, Mesh Relaxation = 0.833641, Smooth Level = 1, 	387
Serenity, Joy, Ecstasy, Loathing, Disgust, Acceptance, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 97.731111, Y Length = 44.788997, Height = 29.316061, Number of Points = 80.47954, Distribution Seed = 49.125648, Mesh Relaxation = 0.951659, Smooth Level = 1, 	388
Serenity, Joy, Ecstasy, Loathing, Disgust, Acceptance, Terror, Fear, Annoyance, Vigilance, Surprise, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 31.699264, Y Length = 53.093669, Height = 40.213966, Number of Points = 21.296864, Distribution Seed = 13.750113, Mesh Relaxation = 0.382542, Smooth Level = 1, 	389
Serenity, Joy, Grief, Loathing, Trust, Acceptance, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 66.125987, Y Length = 57.390032, Height = 56.783687, Number of Points = 59.281698, Distribution Seed = 42.222563, Mesh Relaxation = 0.387474, Smooth Level = 1, 	390
Serenity, Joy, Ecstasy, Admiration, Disgust, Acceptance, Terror, Fear, Annoyance, Vigilance, Surprise, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 85.177913, Y Length = 34.312163, Height = 48.176221, Number of Points = 10.66552, Distribution Seed = 56.10752, Mesh Relaxation = 0.136549, Smooth Level = 2, 	391
Serenity, Joy, Ecstasy, Loathing, Disgust, Acceptance, Terror, Anger, Annoyance, Amazement, Surprise, Focus, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 88.58574, Y Length = 66.669683, Height = 47.713386, Number of Points = 80.394731, Distribution Seed = 40.638439, Mesh Relaxation = 0.727322, Smooth Level = 1, 	392
Serenity, Joy, Ecstasy, Loathing, Trust, Acceptance, Terror, Fear, Annoyance, Vigilance, Surprise, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work, Exhibiting, Gathering Nodes, Meditation and Reading, Arts Space, Cafe/Restaurant, 	X LENGTH = 95.398307, Y Length = 88.075712, Height = 97.938614, Number of Points = 83.534454, Distribution Seed = 12.500739, Mesh Relaxation = 0.462913, Smooth Level = 1, 	393
Serenity, Joy, Ecstasy, Admiration, Trust, Acceptance, Terror, Fear, Annoyance, Vigilance, Surprise, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 99.112079, Y Length = 29.516861, Height = 54.454635, Number of Points = 63.808069, Distribution Seed = 7.500801, Mesh Relaxation = 0.325256, Smooth Level = 1, 	394
Serenity, Joy, Ecstasy, Loathing, Trust, Acceptance, Terror, Fear, Annoyance, Vigilance, Surprise, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 39.526128, Y Length = 68.039967, Height = 99.433979, Number of Points = 33.860676, Distribution Seed = 76.014482, Mesh Relaxation = 0.648587, Smooth Level = 1, 	395
Pensiveness, Joy, Ecstasy, Loathing, Trust, Acceptance, Terror, Fear, Annoyance, Vigilance, Surprise, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 18.616369, Y Length = 67.874001, Height = 69.692346, Number of Points = 68.593133, Distribution Seed = 82.550894, Mesh Relaxation = 0.276157, Smooth Level = 2, 	396
Serenity, Joy, Ecstasy, Admiration, Trust, Acceptance, Terror, Fear, Annoyance, Vigilance, Surprise, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 56.404924, Y Length = 41.906622, Height = 38.693452, Number of Points = 94.400065, Distribution Seed = 58.483531, Mesh Relaxation = 0.063779, Smooth Level = 2, 	397
Serenity, Joy, Ecstasy, Loathing, Trust, Acceptance, Terror, Fear, Apprehension, Vigilance, Surprise, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 78.667937, Y Length = 23.293723, Height = 64.859028, Number of Points = 95.969297, Distribution Seed = 21.240741, Mesh Relaxation = 0.560699, Smooth Level = 2, 	398
Serenity, Joy, Ecstasy, Loathing, Disgust, Acceptance, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 55.696604, Y Length = 69.032569, Height = 42.579044, Number of Points = 60.148063, Distribution Seed = 49.070804, Mesh Relaxation = 0.438849, Smooth Level = 2, 	399
Serenity, Joy, Ecstasy, Loathing, Disgust, Acceptance, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 85.191818, Y Length = 65.147787, Height = 24.874968, Number of Points = 48.135124, Distribution Seed = 6.040929, Mesh Relaxation = 0.050979, Smooth Level = 1, 	400
Serenity, Joy, Ecstasy, Loathing, Disgust, Acceptance, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 44.610286, Y Length = 93.821804, Height = 17.963466, Number of Points = 74.836652, Distribution Seed = 22.736131, Mesh Relaxation = 0.113708, Smooth Level = 1, 	401
Serenity, Joy, Ecstasy, Loathing, Trust, Acceptance, Terror, Fear, Apprehension, Vigilance, Surprise, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 95.348882, Y Length = 67.152338, Height = 37.26993, Number of Points = 69.167415, Distribution Seed = 29.292619, Mesh Relaxation = 0.029729, Smooth Level = 1, 	402
Serenity, Joy, Ecstasy, Loathing, Trust, Acceptance, Terror, Fear, Apprehension, Vigilance, Surprise, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work, Exhibiting, Gathering Nodes, Meditation and Reading, Arts Space, Cafe/Restaurant, 	X LENGTH = 68.291246, Y Length = 90.410527, Height = 67.004022, Number of Points = 18.775124, Distribution Seed = 35.343115, Mesh Relaxation = 0.16252, Smooth Level = 1, 	403
Serenity, Joy, Ecstasy, Admiration, Disgust, Acceptance, Terror, Fear, Annoyance, Vigilance, Surprise, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 64.905439, Y Length = 78.697073, Height = 77.279947, Number of Points = 13.464929, Distribution Seed = 24.177153, Mesh Relaxation = 0.235024, Smooth Level = 1, 	404
Pensiveness, Joy, Grief, Loathing, Disgust, Boredom, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 29.888789, Y Length = 80.189782, Height = 68.777192, Number of Points = 85.612356, Distribution Seed = 8.683362, Mesh Relaxation = 0.916339, Smooth Level = 1, 	405
Serenity, Joy, Ecstasy, Admiration, Trust, Acceptance, Terror, Fear, Apprehension, Vigilance, Surprise, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 72.393035, Y Length = 33.590092, Height = 15.164942, Number of Points = 52.345297, Distribution Seed = 38.175533, Mesh Relaxation = 0.399984, Smooth Level = 1, 	406
Pensiveness, Joy, Grief, Admiration, Disgust, Boredom, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 62.213602, Y Length = 76.702328, Height = 24.97478, Number of Points = 54.730983, Distribution Seed = 11.939635, Mesh Relaxation = 0.507926, Smooth Level = 1, 	407
Serenity, Joy, Ecstasy, Admiration, Trust, Acceptance, Terror, Fear, Annoyance, Vigilance, Surprise, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 59.482535, Y Length = 39.131793, Height = 20.464345, Number of Points = 5.454659, Distribution Seed = 61.339394, Mesh Relaxation = 0.542708, Smooth Level = 1, 	408
Pensiveness, Joy, Grief, Admiration, Disgust, Boredom, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 11.00468, Y Length = 43.336152, Height = 92.843741, Number of Points = 59.776408, Distribution Seed = 34.436958, Mesh Relaxation = 0.599177, Smooth Level = 1, 	409
Serenity, Joy, Ecstasy, Loathing, Trust, Acceptance, Terror, Anger, Annoyance, Amazement, Surprise, Focus, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 81.318024, Y Length = 68.113088, Height = 29.429934, Number of Points = 82.32711, Distribution Seed = 95.695263, Mesh Relaxation = 0.535574, Smooth Level = 1, 	410
Serenity, Joy, Ecstasy, Loathing, Disgust, Acceptance, Terror, Fear, Annoyance, Vigilance, Surprise, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work, Exhibiting, Gathering Nodes, Meditation and Reading, Arts Space, Cafe/Restaurant, 	X LENGTH = 97.843168, Y Length = 64.520776, Height = 99.519238, Number of Points = 69.009797, Distribution Seed = 63.398551, Mesh Relaxation = 0.073599, Smooth Level = 2, 	411
Serenity, Joy, Ecstasy, Loathing, Trust, Acceptance, Terror, Fear, Annoyance, Vigilance, Surprise, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space, Cafe/Restaurant, 	X LENGTH = 52.082339, Y Length = 88.098714, Height = 31.865308, Number of Points = 90.175307, Distribution Seed = 47.289372, Mesh Relaxation = 0.469295, Smooth Level = 1, 	412
Pensiveness, Joy, Grief, Admiration, Trust, Boredom, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work, Exhibiting, Gathering Nodes, Meditation and Reading, Arts Space, Cafe/Restaurant, 	X LENGTH = 29.819602, Y Length = 70.530683, Height = 83.536833, Number of Points = 61.36334, Distribution Seed = 13.266551, Mesh Relaxation = 0.053114, Smooth Level = 1, 	413
Pensiveness, Joy, Grief, Loathing, Disgust, Boredom, Terror, Fear, Apprehension, Vigilance, Surprise, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 73.54965, Y Length = 50.533485, Height = 16.311997, Number of Points = 7.904867, Distribution Seed = 56.264028, Mesh Relaxation = 0.917608, Smooth Level = 1, 	414
Serenity, Joy, Ecstasy, Loathing, Disgust, Acceptance, Terror, Fear, Annoyance, Vigilance, Surprise, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 32.843962, Y Length = 25.447449, Height = 26.924232, Number of Points = 66.985617, Distribution Seed = 62.156276, Mesh Relaxation = 0.478478, Smooth Level = 1, 	415
Serenity, Joy, Ecstasy, Loathing, Disgust, Acceptance, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 80.354124, Y Length = 56.0946, Height = 50.510844, Number of Points = 93.107334, Distribution Seed = 96.837139, Mesh Relaxation = 0.431567, Smooth Level = 1, 	416
Pensiveness, Joy, Grief, Admiration, Trust, Boredom, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 36.32167, Y Length = 41.25073, Height = 58.496913, Number of Points = 21.717229, Distribution Seed = 3.831557, Mesh Relaxation = 0.291055, Smooth Level = 1, 	417
Serenity, Joy, Ecstasy, Admiration, Disgust, Acceptance, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 84.460396, Y Length = 21.99249, Height = 27.342624, Number of Points = 19.851393, Distribution Seed = 10.630327, Mesh Relaxation = 0.914051, Smooth Level = 1, 	418
Serenity, Joy, Ecstasy, Loathing, Trust, Acceptance, Terror, Fear, Annoyance, Vigilance, Surprise, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 38.026895, Y Length = 98.93933, Height = 42.430034, Number of Points = 21.775529, Distribution Seed = 79.791479, Mesh Relaxation = 0.635125, Smooth Level = 1, 	419
Serenity, Joy, Ecstasy, Loathing, Trust, Acceptance, Terror, Fear, Apprehension, Vigilance, Surprise, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 64.285795, Y Length = 16.914056, Height = 67.550094, Number of Points = 71.22176, Distribution Seed = 89.801552, Mesh Relaxation = 0.311507, Smooth Level = 1, 	420
Serenity, Joy, Ecstasy, Loathing, Trust, Acceptance, Terror, Fear, Annoyance, Vigilance, Surprise, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 51.072245, Y Length = 67.230752, Height = 23.298948, Number of Points = 53.947439, Distribution Seed = 44.720778, Mesh Relaxation = 0.016706, Smooth Level = 2, 	421
Serenity, Joy, Ecstasy, Admiration, Trust, Acceptance, Terror, Fear, Apprehension, Vigilance, Surprise, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work, Exhibiting, Gathering Nodes, Meditation and Reading, Arts Space, Cafe/Restaurant, 	X LENGTH = 67.684916, Y Length = 97.097285, Height = 81.980368, Number of Points = 86.421785, Distribution Seed = 49.98485, Mesh Relaxation = 0.371473, Smooth Level = 1, 	422
Serenity, Joy, Ecstasy, Loathing, Trust, Acceptance, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 57.375173, Y Length = 78.452944, Height = 74.838933, Number of Points = 44.888167, Distribution Seed = 28.754712, Mesh Relaxation = 0.674512, Smooth Level = 2, 	423
Pensiveness, Joy, Grief, Loathing, Disgust, Boredom, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 22.968151, Y Length = 80.469821, Height = 85.752577, Number of Points = 10.491259, Distribution Seed = 50.311899, Mesh Relaxation = 0.29132, Smooth Level = 1, 	424
Pensiveness, Joy, Grief, Loathing, Disgust, Boredom, Terror, Fear, Annoyance, Vigilance, Anticipation, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 10.051074, Y Length = 18.849097, Height = 11.724333, Number of Points = 38.671132, Distribution Seed = 82.586295, Mesh Relaxation = 0.056449, Smooth Level = 1, 	425
